Stand_ID,Lat,Lon,Category
263,27.951666666666668,27.951666666666668,Apron 3
264,26.005777777777777,26.005777777777777,Apron 3
265,27.989333333333335,27.989333333333335,Apron 3
266,26.04761111111111,26.04761111111111,Apron 3
267,28.014166666666668,28.014166666666668,Apron 3
268,26.092277777777777,26.092277777777777,Apron 3
321,28.020166666666668,28.020166666666668,Apron 3
322,26.13561111111111,26.13561111111111,Apron 3
323,28.05966666666667,28.05966666666667,Apron 3
324,26.17311111111111,26.17311111111111,Apron 3
325,28.085333333333335,28.085333333333335,Apron 3
326,26.217444444444443,26.217444444444443,Apron 3
327,28.104166666666668,28.104166666666668,Apron 3
328,26.27411111111111,26.27411111111111,Apron 3
329,28.0915,28.0915,Apron 3
330,26.34811111111111,26.34811111111111,Apron 3
331,28.042666666666666,28.042666666666666,Apron 3
332,26.406944444444445,26.406944444444445,Apron 3
333,28.0115,28.0115,Apron 3
334,26.426944444444445,26.426944444444445,Apron 3
335,27.990333333333332,27.990333333333332,Apron 3
336,26.44711111111111,26.44711111111111,Apron 3
341,27.978166666666667,27.978166666666667,Apron 3
342,26.47544444444444,26.47544444444444,Apron 3
343,27.992833333333333,27.992833333333333,Apron 3
344,26.487444444444442,26.487444444444442,Apron 3
345,28.006833333333333,28.006833333333333,Apron 3
346,26.515444444444444,26.515444444444444,Apron 3
347,28.022166666666667,28.022166666666667,Apron 3
351,26.53311111111111,26.53311111111111,Apron 3
352,28.037333333333333,28.037333333333333,Apron 3
353,26.521277777777776,26.521277777777776,Apron 3
354,28.060333333333332,28.060333333333332,Apron 3
355,26.509944444444443,26.509944444444443,Apron 3
356,28.078500000000002,28.078500000000002,Apron 3
357,26.476777777777777,26.476777777777777,Apron 3
601,37.46329166666667,37.46329166666667,Cargo Apron 1
602,126.46376388888889,126.46376388888889,Cargo Apron 1
603,37.46366944444445,37.46366944444445,Cargo Apron 1
604,126.46443055555555,126.46443055555555,Cargo Apron 1
605,37.46404722222223,37.46404722222223,Cargo Apron 1
606,126.46510277777779,126.46510277777779,Cargo Apron 1
607,37.46452777777778,37.46452777777778,Cargo Apron 1
608,126.46595555555555,126.46595555555555,Cargo Apron 1
609,37.46490555555556,37.46490555555556,Cargo Apron 1
610,126.46662222222223,126.46662222222223,Cargo Apron 1
611,37.46528333333334,37.46528333333334,Cargo Apron 1
612,126.46729166666667,126.46729166666667,Cargo Apron 1
613,37.46576666666667,37.46576666666667,Cargo Apron 1
614,126.46814444444445,126.46814444444445,Cargo Apron 1
615,37.466144444444446,37.466144444444446,Cargo Apron 1
616,126.46881388888889,126.46881388888889,Cargo Apron 1
621,37.466522222222224,37.466522222222224,Cargo Apron 1
622,126.46948333333333,126.46948333333333,Cargo Apron 1
623,37.46700277777778,37.46700277777778,Cargo Apron 1
624,126.47033611111111,126.47033611111111,Cargo Apron 1
625,37.46738055555556,37.46738055555556,Cargo Apron 1
626,126.47100277777778,126.47100277777778,Cargo Apron 1
627,37.467758333333336,37.467758333333336,Cargo Apron 1
628,126.47167222222222,126.47167222222222,Cargo Apron 1
629,37.46815,37.46815,Cargo Apron 1
630,126.47232777777778,126.47232777777778,Cargo Apron 1
631,37.46852777777778,37.46852777777778,Cargo Apron 1
632,126.47299722222222,126.47299722222222,Cargo Apron 1
633,37.46890555555556,37.46890555555556,Cargo Apron 1
634,126.4736638888889,126.4736638888889,Cargo Apron 1
635,37.46928333333334,37.46928333333334,Cargo Apron 1
636,126.47433333333333,126.47433333333333,Cargo Apron 1
641,37.47067777777778,126.45730555555556,Cargo Apron 2
642,37.471133333333334,126.45801111111112,Cargo Apron 2
643,37.47151111111111,126.45867777777778,Cargo Apron 2
644,37.47188888888889,126.45945,Cargo Apron 2
645,37.47233333333334,126.46015277777778,Cargo Apron 2
646,37.47271111111111,126.46081944444445,Cargo Apron 2
647,37.47308888888889,126.4614888888889,Cargo Apron 2
648,37.47380833333334,126.46273055555555,Cargo Apron 2
649,37.474294444444446,126.46349166666667,Cargo Apron 2
650,37.474672222222225,126.46415833333333,Cargo Apron 2
651,37.47505,126.46482777777778,Cargo Apron 2
652,37.475519444444444,126.46576111111112,Cargo Apron 2
653,37.475975000000005,126.4664638888889,Cargo Apron 2
654,37.47635277777778,126.46713333333334,Cargo Apron 2
655,37.476730555555555,126.46780277777778,Cargo Apron 2
701,37.477269444444445,126.43247777777778,Maintenance Apron
702,37.47792777777778,126.43198055555555,Maintenance Apron
703,37.47855277777778,126.431425,Maintenance Apron
704,37.47918611111111,126.43078333333334,Maintenance Apron
705,37.47995,126.43010277777778,Maintenance Apron
706,37.480925,126.4293138888889,Maintenance Apron
707,37.481458333333336,126.42883888888889,Maintenance Apron
708,37.48206666666667,126.42829722222223,Maintenance Apron
709,37.48267777777778,126.42775277777778,Maintenance Apron
710,37.48330833333333,126.4271138888889,Maintenance Apron
711,37.484,126.42657777777778,Maintenance Apron
901,37.492383333333336,126.43903333333334,Isolated Security Position
801,37.47616111111111,126.43537500000001,De-icing Apron
802,37.4756,126.43438333333334,De-icing Apron
803,37.47513611111111,126.43356111111112,De-icing Apron
804,37.474672222222225,126.43274166666667,De-icing Apron
805,37.474244444444444,126.43198055555555,De-icing Apron
811,37.47081666666667,126.42598055555555,De-icing Apron
812,37.470336111111116,126.42513055555555,De-icing Apron
813,37.46986388888889,126.4241638888889,De-icing Apron
814,37.464447222222226,126.43913611111111,De-icing Apron
815,37.46514444444445,126.43851666666667,De-icing Apron
816,37.46312777777778,126.4368,De-icing Apron
817,37.46382222222223,126.43618055555557,De-icing Apron
821,37.45082222222222,126.46011111111112,De-icing Apron
822,37.45142777777778,126.45957222222222,De-icing Apron
823,37.45218888888889,126.45889444444445,De-icing Apron
825,37.453494444444445,126.45553611111112,De-icing Apron
831,37.44184166666666,126.44678333333334,De-icing Apron
832,37.442775,126.44599166666667,De-icing Apron
833,37.44345277777777,126.44539166666667,De-icing Apron
834,37.44412777777777,126.4447888888889,De-icing Apron
841,37.456358333333334,126.46946666666666,De-icing Apron
842,37.45696111111111,126.47043055555555,De-icing Apron
851,37.48501111111111,126.44398611111112,De-icing Apron
852,37.48562777777778,126.4449388888889,De-icing Apron
